,bank_name,url,swift_code
211,ANGLO AMERICAN CAPITAL PLC,http://www.swiftcodelist.com/bank/united-kingdom/anglo_american_capital_plc.html,ANACGB2L
212,ANGLO AND INTERNATIONAL CORPORATE FINANCE LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/anglo_and_international_corporate_finance_limited.html,AICFGB21
213,ANVIL PARTNERS,http://www.swiftcodelist.com/bank/united-kingdom/anvil_partners.html,ANPAGB21
214,ANZ BANK (EUROPE) LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/anz_bank_europe_limited.html,ANMEGB21
215,ANZ SECURITIES LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/anz_securities_limited.html,ANSUGB21
216,AON ADVISORS (UK) LTD,http://www.swiftcodelist.com/bank/united-kingdom/aon_advisors_uk_ltd.html,AOADGB21
217,AON CAPITAL MARKETS LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/aon_capital_markets_limited.html,AOCMGB21
218,AON PLC,http://www.swiftcodelist.com/bank/united-kingdom/aon_plc.html,AONPGB2L
219,APAM UNIT TRUST MANAGERS LTD.,http://www.swiftcodelist.com/bank/united-kingdom/apam_unit_trust_managers_ltd.html,AUTAGB21
220,APAX PARTNERS AND CO STRATEGIC INVESTORS LTD,http://www.swiftcodelist.com/bank/united-kingdom/apax_partners_and_co_strategic_investors_ltd.html,APSIGB21
221,APAX PARTNERS EUROPE MANAGERS LTD,http://www.swiftcodelist.com/bank/united-kingdom/apax_partners_europe_managers_ltd.html,APEMGB21
222,APAX PARTNERS UK LTD,http://www.swiftcodelist.com/bank/united-kingdom/apax_partners_uk_ltd.html,APPVGB21
223,ARAB NATIONAL BANK,http://www.swiftcodelist.com/bank/united-kingdom/arab_national_bank.html,ARNBGB2L
224,ARBITRADE UK LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/arbitrade_uk_limited.html,ABTDGB21
225,ARBOR RESEARCH AND TRADING LTD.,http://www.swiftcodelist.com/bank/united-kingdom/arbor_research_and_trading_ltd.html,ARRTGB21
226,First,http://www.swiftcodelist.com/banks/united-kingdom.html,3I INVESTMENTS PLC
227,Precede,http://www.swiftcodelist.com/banks/united-kingdom.html,3I INVESTMENTS PLC
228,,http://www.swiftcodelist.com/banks/united-kingdom.html,
229,,http://www.swiftcodelist.com/banks/united-kingdom-3.html,
230,,http://www.swiftcodelist.com/banks/united-kingdom-4.html,
231,,http://www.swiftcodelist.com/banks/united-kingdom-5.html,
232,,http://www.swiftcodelist.com/banks/united-kingdom-6.html,
233,,http://www.swiftcodelist.com/banks/united-kingdom-7.html,
234,,http://www.swiftcodelist.com/banks/united-kingdom-8.html,
235,,http://www.swiftcodelist.com/banks/united-kingdom-9.html,
236,,http://www.swiftcodelist.com/banks/united-kingdom-10.html,
237,Next,http://www.swiftcodelist.com/banks/united-kingdom-3.html,ARBUTHNOT LATHAM AND CO. LIMITED
238,Last,http://www.swiftcodelist.com/banks/united-kingdom-42.html,WHITEHEAD MONCKTON
239,Privacy policy,http://www.swiftcodelist.com/one/privacy.html,Contact Us
240,DMCA Policy,http://www.swiftcodelist.com/one/dmca.html,DMCA Policy
241,Contact Us,http://www.swiftcodelist.com/one/contact.html,Contact Us
242,SWIFT Code Databse,http://www.swiftcodelist.com/,Taiwan
243,Countries List,http://www.swiftcodelist.com/countries.html,Taiwan
244,,http://www.swiftcodelist.com/country/united-kingdom.html,
245,Home,http://www.swiftcodelist.com/country/united-kingdom.html,TGCLGB21
246,United Kingdom Banks,http://www.swiftcodelist.com/banks/united-kingdom.html,3I INVESTMENTS PLC
247,Contact Us,http://www.swiftcodelist.com/one/contact.html,Contact Us
248,ARBUTHNOT FUND MANAGERS LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/arbuthnot_fund_managers_limited.html,ARFMGB21
249,ARBUTHNOT LATHAM AND CO. LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/arbuthnot_latham_and_co_limited.html,ARBUGB2L
250,ARBUTHNOT SECURITIES LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/arbuthnot_securities_limited.html,ALESGB31AGY
251,ARBUTHNOT UNIT TRUST MANAGEMENT LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/arbuthnot_unit_trust_management_limited.html,AUTTGB21
252,ARC ASSET MANAGEMENT LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/arc_asset_management_limited.html,ARAGGB21
253,ARC DERIVATIVES LL,http://www.swiftcodelist.com/bank/united-kingdom/arc_derivatives_ll.html,ARDRGB21
254,ARC PARTNERS LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/arc_partners_limited.html,ARPTGB21
255,ARCADIA PETROLEUM LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/arcadia_petroleum_limited.html,ARPEGB21
256,ARCANUM INVESTMENT MANAGEMENT LTD,http://www.swiftcodelist.com/bank/united-kingdom/arcanum_investment_management_ltd.html,ARNMGB21
257,ARCHITAS MULTI MANAGER LTD,http://www.swiftcodelist.com/bank/united-kingdom/architas_multi_manager_ltd.html,ARMMGB21
258,ARCHSTONE CAPITAL LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/archstone_capital_limited.html,ARCPGB21
259,ARCIS CAPITAL LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/arcis_capital_limited.html,ARCAGB21
260,ARCUS INVESTMENT LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/arcus_investment_limited.html,ARIVGB21
261,ARDEN PARTNERS PLC,http://www.swiftcodelist.com/bank/united-kingdom/arden_partners_plc.html,ARRRGB21
262,ARDEVORA ASSET MANAGEMENT LLP,http://www.swiftcodelist.com/bank/united-kingdom/ardevora_asset_management_llp.html,ARDVGB2L
263,ARETE RESEARCH LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/arete_research_limited.html,ARREGB21
264,ARGENTIA PENSION CONSULTANTS LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/argentia_pension_consultants_limited.html,ARPCGB21
265,ARGO TRADERS LLP,http://www.swiftcodelist.com/bank/united-kingdom/argo_traders_llp.html,ARTPGB21
266,ARGONAUT CAPITAL PARTNERS LLP,http://www.swiftcodelist.com/bank/united-kingdom/argonaut_capital_partners_llp.html,ACRLGB21
267,ARGYLE INVESTMENT ADVISORS LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/argyle_investment_advisors_limited.html,ARIAGB21
268,ARGYLL INVESTMENT MANAGEMENT LTD,http://www.swiftcodelist.com/bank/united-kingdom/argyll_investment_management_ltd.html,ARIMGB21
269,ARIAN FINANCIAL LLP,http://www.swiftcodelist.com/bank/united-kingdom/arian_financial_llp.html,ARFLGB21
270,ARIEL (UK) LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/ariel_uk_limited.html,ARIEGB21
271,ARIKI INVESTMENTS LTD.,http://www.swiftcodelist.com/bank/united-kingdom/ariki_investments_ltd.html,ARINGB21
272,ARJENT LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/arjent_limited.html,ARJEGB21
273,ARK ASSET MANAGEMENT LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/ark_asset_management_limited.html,ARANGB21
274,ARKIOS LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/arkios_limited.html,ARKIGB21
275,ARLINGTON CAPITAL INVESTORS LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/arlington_capital_investors_limited.html,ARCNGB21
276,ARLINGTON GROUP ASSET MANAGEMENT LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/arlington_group_asset_management_limited.html,LIRMGB21
277,ARM CORPORATE FINANCE LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/arm_corporate_finance_limited.html,ARCIGB21
278,ARMAJARO SECURITIES LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/armajaro_securities_limited.html,ARSUGB21
279,ARMAJARO TRADING LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/armajaro_trading_limited.html,ARTRGB21
280,ARNHOLD AND S BLEICHROEDER UK LTD,http://www.swiftcodelist.com/bank/united-kingdom/arnhold_and_s_bleichroeder_uk_ltd.html,ARBEGB21
281,ARNOLD STANSBY AND COMPANY,http://www.swiftcodelist.com/bank/united-kingdom/arnold_stansby_and_company.html,ARNTGB21
282,AROS SECURITIES LTD,http://www.swiftcodelist.com/bank/united-kingdom/aros_securities_ltd.html,ARSTGB21
283,AROSMAIZELS LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/arosmaizels_limited.html,AROMGB21
284,ARROWGRASS CAPITAL PARTNERS LLP,http://www.swiftcodelist.com/bank/united-kingdom/arrowgrass_capital_partners_llp.html,ACPLGB21
285,ARTEMIS FUND MANAGERS LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/artemis_fund_managers_limited.html,ARFAGB21
286,ARTEMIS INVESTMENT MANAGEMENT LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/artemis_investment_management_limited.html,ARIGGB21
287,ARTEMIS UNIT TRUST MANAGERS LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/artemis_unit_trust_managers_limited.html,AUTRGB21
288,ARUNVILL CAPITAL UK LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/arunvill_capital_uk_limited.html,ARPPGB21
289,ASAHI FINANCE (UK) LTD.,http://www.swiftcodelist.com/bank/united-kingdom/asahi_finance_uk_ltd.html,ASFAGB21
290,ASAHI LIFE INVESTMENT EUROPE LTD,http://www.swiftcodelist.com/bank/united-kingdom/asahi_life_investment_europe_ltd.html,ALIEGB21
291,ASCENSION SECURITIES LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/ascension_securities_limited.html,ASEEGB21
292,ASHCOURT ASSET MANAGEMENT LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/ashcourt_asset_management_limited.html,ASAMGB21
293,ASHMORE INVESTMENT MANAGEMENT LTD,http://www.swiftcodelist.com/bank/united-kingdom/ashmore_investment_management_ltd.html,ASINGB21
294,ASHURST LLP,http://www.swiftcodelist.com/bank/united-kingdom/ashurst_llp.html,ASMCGB21
295,ASIA EQUITY (UK) LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/asia_equity_uk_limited.html,ASEQGB21
296,ASIAN BRITISH BANK PLC,http://www.swiftcodelist.com/bank/united-kingdom/asian_british_bank_plc.html,ASBRGB21
297,ASPECT CAPITAL LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/aspect_capital_limited.html,ASCAGB21
298,ASPEN OIL (BROKING) LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/aspen_oil_broking_limited.html,ASOBGB21
299,ASSET ALLIANCE INTERNATIONAL (UK) LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/asset_alliance_international_uk_limited.html,ASAIGB21
300,ASSET BACKED CAPITAL LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/asset_backed_capital_limited.html,ASBAGB21
301,ASSET VALUE INVESTORS,http://www.swiftcodelist.com/bank/united-kingdom/asset_value_investors.html,IGAMGB21
302,ASSOCIATED FOREIGN EXCHANGE LTD.,http://www.swiftcodelist.com/bank/united-kingdom/associated_foreign_exchange_ltd.html,AFEIGB21
303,ASSOCIATES CAPITAL CORPORATION LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/associates_capital_corporation_limited.html,ASSCGB21
304,ASTAIRE SECURITIES (ASTS),http://www.swiftcodelist.com/bank/united-kingdom/astaire_securities_asts.html,COSYGB21
305,ASTELLON CAPITAL PARTNERS LLP,http://www.swiftcodelist.com/bank/united-kingdom/astellon_capital_partners_llp.html,ACPPGB21
306,ATC CLEARING SERVICES LTD.,http://www.swiftcodelist.com/bank/united-kingdom/atc_clearing_services_ltd.html,ATCEGB21
307,ATHOS FUND MANAGEMENT LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/athos_fund_management_limited.html,ATFMGB21
308,ATLANTIC CAPITAL MANAGEMENT PARTNERS,http://www.swiftcodelist.com/bank/united-kingdom/atlantic_capital_management_partners.html,ACMRGB21
309,ATLANTIC EQUITIES LLP,http://www.swiftcodelist.com/bank/united-kingdom/atlantic_equities_llp.html,ATEPGB21
310,ATLANTIC PACIFIC CAPITAL LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/atlantic_pacific_capital_limited.html,ATAPGB21
311,ATLANTIC TRADING INDEXES LLP,http://www.swiftcodelist.com/bank/united-kingdom/atlantic_trading_indexes_llp.html,ATRDGB21
312,ATLANTIC TRADING LLP,http://www.swiftcodelist.com/bank/united-kingdom/atlantic_trading_llp.html,ATTPGB21
313,ATLANTIC WEALTH MANAGEMENT LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/atlantic_wealth_management_limited.html,IPPMGB21
314,ATLANTIS INVESTMENT MANAGEMENT LTD,http://www.swiftcodelist.com/bank/united-kingdom/atlantis_investment_management_ltd.html,ATIAGB21
315,ATLAS CAPITAL LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/atlas_capital_limited.html,ATCPGB21
316,ATLAS ONE FINANCIAL GROUP LTD,http://www.swiftcodelist.com/bank/united-kingdom/atlas_one_financial_group_ltd.html,AOFGGB21
317,AUREL BGC,http://www.swiftcodelist.com/bank/united-kingdom/aurel_bgc.html,ETPLGB21
318,AURUM FUNDS LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/aurum_funds_limited.html,AUFUGB21
319,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/australia_and_new_zealand_banking_group_limited.html,ANZBGB2L
320,AUTOMAT SECURITIES LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/automat_securities_limited.html,AUSCGB21
321,AUTONOMOUS LLP,http://www.swiftcodelist.com/bank/united-kingdom/autonomous_llp.html,AUAUGB21
322,AVEBURY ASSET MANAGEMENT LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/avebury_asset_management_limited.html,AVAMGB21
323,AVENUE EUROPE MANAGEMENT LLP,http://www.swiftcodelist.com/bank/united-kingdom/avenue_europe_management_llp.html,AEMLGB21
324,AVIATE GLOBAL LLP,http://www.swiftcodelist.com/bank/united-kingdom/aviate_global_llp.html,AVGLGB21
325,AVIVA INTERNATIONAL INSURANCE LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/aviva_international_insurance_limited.html,COUAGB21
326,AVIVA INVESTORS FUND SERVICES LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/aviva_investors_fund_services_limited.html,MOFRGB21
327,AVIVA INVESTORS GLOBAL SERVICES LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/aviva_investors_global_services_limited.html,MORLGB2LSMK
328,AVIVA INVESTORS HOLDINGS LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/aviva_investors_holdings_limited.html,COUMGB21
329,AVIVA INVESTORS PENSIONS LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/aviva_investors_pensions_limited.html,MOPPGB21
330,AVIVA INVESTORS UK FUND SERVICES LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/aviva_investors_uk_fund_services_limited.html,NUCIGB21
331,AVIVA INVESTORS UK FUNDS LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/aviva_investors_uk_funds_limited.html,NUPSGB21
332,AVLAR BIOVENTURES LTD,http://www.swiftcodelist.com/bank/united-kingdom/avlar_bioventures_ltd.html,AVBIGB21
333,AXA FRAMLINGTON INVESTMENT TRUST SERVICES LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/axa_framlington_investment_trust_services_limited.html,FITSGB21
334,AXA FRAMLINGTON OVERSEAS INVESTMENT MANAGEMENT LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/axa_framlington_overseas_investment_management_limited.html,FOIGGB21
335,AXA FRAMLINGTON UNIT MANAGEMENT LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/axa_framlington_unit_management_limited.html,AFUMGB21
336,AXA FUND MANAGERS LTD,http://www.swiftcodelist.com/bank/united-kingdom/axa_fund_managers_ltd.html,AXFMGB21
337,AXA INVESTMENT MANAGERS GS LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/axa_investment_managers_gs_limited.html,AIMLGB21
338,AXA INVESTMENT MANAGERS UK HOLDINGS LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/axa_investment_managers_uk_holdings_limited.html,SUNAGB21
339,AXA INVESTMENT MANAGERS UK LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/axa_investment_managers_uk_limited.html,AXIAGB21
340,AXA INVESTMENT MANAGERS UK LTD,http://www.swiftcodelist.com/bank/united-kingdom/axa_investment_managers_uk_ltd.html,AXAMGB21
341,AXA MULTIMANAGER LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/axa_multimanager_limited.html,AXMLGB21
342,AXENT CAPITAL LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/axent_capital_limited.html,AXCAGB21
343,AXION RECYCLING LTD.,http://www.swiftcodelist.com/bank/united-kingdom/axion_recycling_ltd.html,ROMOGB21
344,AXIS BANK UK LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/axis_bank_uk_limited.html,AXISGB2L
345,AXIS PARTNERS LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/axis_partners_limited.html,CAFPGB21
346,AZLAN LOGISTICS LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/azlan_logistics_limited.html,AZLOGB21
347,B AND C E UNIT TRUST MANAGEMENT COMPANY LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/b_and_c_e_unit_trust_management_company_limited.html,UTMCGB21
348,First,http://www.swiftcodelist.com/banks/united-kingdom.html,3I INVESTMENTS PLC
349,Precede,http://www.swiftcodelist.com/banks/united-kingdom-2.html,ALCHEMY SPECIAL OPPORTUNITIES LLP
350,,http://www.swiftcodelist.com/banks/united-kingdom.html,
351,,http://www.swiftcodelist.com/banks/united-kingdom-2.html,
352,,http://www.swiftcodelist.com/banks/united-kingdom-4.html,
353,,http://www.swiftcodelist.com/banks/united-kingdom-5.html,
354,,http://www.swiftcodelist.com/banks/united-kingdom-6.html,
355,,http://www.swiftcodelist.com/banks/united-kingdom-7.html,
356,,http://www.swiftcodelist.com/banks/united-kingdom-8.html,
357,,http://www.swiftcodelist.com/banks/united-kingdom-9.html,
358,,http://www.swiftcodelist.com/banks/united-kingdom-10.html,
359,Next,http://www.swiftcodelist.com/banks/united-kingdom-4.html,B JOHNSON INTERNATIONAL ADVISORS LTD
360,Last,http://www.swiftcodelist.com/banks/united-kingdom-42.html,WHITEHEAD MONCKTON
361,Privacy policy,http://www.swiftcodelist.com/one/privacy.html,Contact Us
362,DMCA Policy,http://www.swiftcodelist.com/one/dmca.html,DMCA Policy
363,Contact Us,http://www.swiftcodelist.com/one/contact.html,Contact Us
364,SWIFT Code Databse,http://www.swiftcodelist.com/,Taiwan
365,Countries List,http://www.swiftcodelist.com/countries.html,Taiwan
366,,http://www.swiftcodelist.com/country/united-kingdom.html,
367,Home,http://www.swiftcodelist.com/country/united-kingdom.html,TGCLGB21
368,United Kingdom Banks,http://www.swiftcodelist.com/banks/united-kingdom.html,3I INVESTMENTS PLC
369,Contact Us,http://www.swiftcodelist.com/one/contact.html,Contact Us
370,B G KAPITAL PARTNERS LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/b_g_kapital_partners_limited.html,KAPAGB21
371,B JOHNSON INTERNATIONAL ADVISORS LTD,http://www.swiftcodelist.com/bank/united-kingdom/b_johnson_international_advisors_ltd.html,JOIAGB21
372,B.A.T. INTERNATIONAL FINANCE P.L.C.,http://www.swiftcodelist.com/bank/united-kingdom/b_a_t_international_finance_p_l_c.html,BATSGB2L
373,B.P.L. INTERNATIONAL (UK) LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/b_p_l_international_uk_limited.html,BIITGB21
374,BA CAPITAL ADVISORS LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/ba_capital_advisors_limited.html,BAAIGB21
375,BAA LYNTON MANAGEMENT LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/baa_lynton_management_limited.html,LHIMGB21
376,BABCOCK AND BROWN LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/babcock_and_brown_limited.html,BABWGB21
377,BABSON CAPITAL EUROPE LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/babson_capital_europe_limited.html,DSCDGB21
378,BAE SYSTEMS PENSION FUNDS INVESTMENT MANAGEMENT LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/bae_systems_pension_funds_investment_management_limited.html,BSPUGB21
379,BAE SYSTEMS PLC,http://www.swiftcodelist.com/bank/united-kingdom/bae_systems_plc.html,BAEYGB2L
380,BAIKAL GLOBAL LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/baikal_global_limited.html,BKLGGB21
381,BAILLIE GIFFORD AND CO.,http://www.swiftcodelist.com/bank/united-kingdom/baillie_gifford_and_co.html,BAGIGB21
382,BAILLIE GIFFORD AND COMPANY LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/baillie_gifford_and_company_limited.html,BAGCGB21
383,BAILLIE GIFFORD LIFE LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/baillie_gifford_life_limited.html,BAGLGB21
384,BAILLIE GIFFORD OVERSEAS LTD,http://www.swiftcodelist.com/bank/united-kingdom/baillie_gifford_overseas_ltd.html,BAGVGB21
385,BAILLIE GIFFORD SAVINGS MANAGEMENT LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/baillie_gifford_savings_management_limited.html,BGSMGB21
386,BAIN AND COMPANY HOLDINGS LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/bain_and_company_holdings_limited.html,BAAVGB21
387,BAIN SECURITIES LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/bain_securities_limited.html,BAINGB21
388,BAIRD CAPITAL PARTNERS EUROPE LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/baird_capital_partners_europe_limited.html,GBCPGB21
389,BAKER STEEL CAPITAL MANAGERS LLP,http://www.swiftcodelist.com/bank/united-kingdom/baker_steel_capital_managers_llp.html,BSCEGB21
